id,fiscalyear,Climate change,Climate adaptation,Climate mitigation,text,pred
P172707,2022,0.04,0.04,0.0,National Health Insurance (JKN) Reforms and Results Program The program development objective is to strengthen the quality and efficiency of Indonesia's National Health Insurance program. The development objective of the National Health Insurance (JKN) Reforms and Results Program for Indonesia is to strengthen the quality and efficiency of Indonesia’s JKN program. The program-for-results (PforR) focuses on reforms to improve the quality and efficiency of JKN. Activities are organized around three results area (RAs). RA 1 aims to strengthen the quality of care; RA 2 aims to improve the efficiency of JKN spending; and RA 3 is cross-cutting and aims to support JKN policy formulation and implementation.,-0.5042985
P176208,2022,0.0,0.0,0.0,"Tonga Climate Resilient Transport Project II To improve the climate resilience and safety of the Recipient’s transport sector, and in case of an Eligible Crisis or Emergency, respond promptly and effectively to it. The development objective of the Second Climate Resilient Transport Project for Tonga is to improve the climate resilience and safety of the Recipient’s transport sector, and in case of an eligible crisis or emergency, respond promptly and effectively to it. The project comprises of four components. The first component, capacity building on transport planning and policies will provide technical assistance to strengthen planning and policies in Tonga’s transport sector. The second component, climate resilient and safe infrastructure solutions involve feasibility studies, detailed design, and physical works for identified road, aviation, and maritime infrastructure to improve their climate resilience and safety. The third component, project management will provide funding to support project management and implementation. The fourth component, contingency emergency response component (CERC) is designed to provide swift response in an eligible crisis or emergency, by enabling Tonga to request the World Bank to reallocate project funds to support emergency response and reconstruction.",0.18449512
P158194,2017,0.46,0.46,0.0,"Myanmar Flood and Landslide Emergency Recovery Project To support the recovery in priority areas affected by the 2015 floods and landslides in Myanmar and, in the event of another Eligible Crisis or Emergency, to provide immediate and effective response to said Eligible Crisis or Emergency. The objective of the Flood and Landslide Emergency Recovery Project is to support the recovery in priority areas affected by the 2015 floods and landslides in Myanmar and, in the event of another Eligible Crisis or Emergency, to provide immediate and effective response to said Eligible Crisis or Emergency. There are five components to the project, the first component being resilient rehabilitation of national roads. The objective of this component is to support the climate-resilient rehabilitation of damaged national road infrastructure. The target areas will benefit from improved connectivity and restored access to markets and social services, which will contribute to the economic growth. The restored roads and bridges will also serve as supply and rescue lines in the event of a disaster. The second component is the resilient rehabilitation of rural roads and livelihoods support. The objective of this component is to: (i) rehabilitate rural roads that have been destroyed during the floods, and (ii) support livelihoods and create jobs through the use of labor-intensive works, where appropriate. The third component is the provision of eligible goods. This component will support a pass-through contribution to the IDA IRM response to the 2015 July–September floods and landslides through provision of eligible goods and other technical assistance. The fourth component is the project management and knowledge support. This component will support the MOC and DRD in project management and implementation. Finally, the fifth component is the contingent emergency response. This component will allow for a reallocation of credit proceeds from other components to provide emergency recovery and reconstruction support following any future eligible crisis or emergency.",-0.019960923
P175327,2022,0.21,0.21,0.0,"Cash for Jobs Project The development objective of the project is to strengthen management capacity, scale up safety net programs, and promote productive inclusion and access to jobs
 The development objective of the Cash for Jobs Project for Burundi is to strengthen management capacity, scale up safety net programs, and promote productive inclusion and access to jobs. The project comprises of six components. The first component, scaling up safety nets to the national territory objective is to scale up safety nets interventions initiated under the Merankabandi project at national level. It consists of following sub-components: (i) cash transfers for Coronavirus disease 2019 (COVID-19) emergency response; (ii) scaling up cash transfers; and (iii) behavior change for investments in human capital. The second component, productive inclusion and access to jobs objective is to enhance income generating capacity of disadvantaged groups through increased productivity of household-based activities (subsistence agriculture, self-production); and strengthened participation in labor markets (access to jobs). It consists of following sub-components: (i) productive inclusion in rural settings; and (ii) access to jobs in urban settings. The third component, development of social protection delivery systems will contribute to the key building blocks of the safety nets delivery system. It consists of following sub-components: (i) scaling up basic delivery mechanisms of a basic safety nets system; and (ii) development of a national social registry. The fourth component, integration of refugee and host communities into national social protection systems will finance: (i) the cash transfers and productive inclusion grants for refugees and host community beneficiaries; (ii) operational costs related to the implementation of the cash transfers, human capital development and productive inclusion, and jobs activities; (iii) technical assistance to national office for the protection of refugees and stateless persons (ONPRA); and (iv) goods and services for the implementation of the proposed activities. The fifth component, project management and implementation objective is to provide support to the implementation of selected safety nets activities of Burundi’s national development plan and social protection strategy that can contribute to the project’s project development objective (PDO). It consists of following sub-components: (i) support to the new social protection strategy and coordination of the social protection sector; (ii) monitoring, evaluation and capacity building; and (iii) project implementation. The sixth component, contingency emergency response component (CERC) is included in the project in accordance with investment project financing (IPF) policy, paragraphs 12 and 13, for situations of urgent need of assistance and capacity constraints.",-0.4552428
P173018,2022,0.07,0.07,0.01,"Solomon Islands Sustainable Mining Development Technical Assistance Project To strengthen the capacity of regulatory institutions to implement revised mining and related laws consistently, transparently and effectively. The development objective of the Sustainable Mining Development Technical Assistance Project for Solomon Islands is to strengthen the capacity of regulatory institutions to implement revised mining and related laws consistently, transparently and effectively. The project comprises of three components. The first component, completion of the regulatory framework will support Ministry of Mines, Energy and Rural Electrification (MMERE) to complete the design of the regulatory framework in line with the national minerals policy (NMP). It consists of following sub-components: (i) policy, plans, and legislation; and (ii) institutional structures and functions. The second component, strengthening the capacity of regulatory institutions will support building capacity of government regulatory institutions to fulfill their functions consistently, transparently, and effectively and support MMERE to overcome near term operational challenges. It consists of following sub-components: (i) mineral rights management; (ii) mineral revenue management; (iii) geo-data management; (iv) operational support; and (v) independent advisory institution. The third component, project management will fund: (a) the operational and technical assistance needed by MMERE as the implementing agency to manage the project during implementation for which a project management unit (PMU) will be established to exercise project management responsibilities on MMERE’s behalf; and (b) selected equipment costs and office refurbishment at MMERE.",-0.2815257
P159512,2017,0.0,0.0,0.0,"Guyana Payments System Project The project development objective is to improve Guyana's national payments system by enhancing safety and efficiency of payments. The development objective of the Payments System Project is to improve Guyana's national payments system by enhancing safety and efficiency of payments. It has three main components. The first component, developing payments system infrastructure will focus on financing the required hardware and software infrastructure by the Government in order to provide interbank clearing and settlement services for electronic payments. The component will finance the hardware and software for the Real-Time Gross Settlement System  (RTGS) to be operated by the Bank of Guyana (BoG). The component will finance the hardware and software for the  Central Securities Depository (CSD) to be operated by the Bank of Guyana. The project will also finance an information security audit of the payments systems’ technical infrastructure and will finance activities to promote the engagement of the private sector’s usage of electronic payments. The second component, Capacity Building of the BoG  is mainly focusing on the capacity building of BoG staff in the specific technical areas required for ongoing operation and management of the infrastructure systems.  This project brings together multiple Information and Communication Technology (ICT) activities and would hence require the support of consultants and entities that would assist the new Project Implementation Unit (PIU) in managing the implementation aspects of the ICT activities. Completion of relevant training and study tours would also further strengthen the capacity of the relevant Bank of Guyana staff and would be financed under this component. The third component, project implementation unit will focus on supporting the efforts of the implementing agency to effectively execute the Payments System Project.",-0.5357042
P502125,2024,0.5,0.35,0.15,"Lesotho Integrated Transport, Trade and Logistics Project The Project Development Objective (PDO) is to improve climate resilient regional connectivity on the Katse to Thaba-Tseka road corridor and reduce the costs of trade at three of Lesotho's commercial borders with South Africa.  The objective of the Integrated Transport, Trade and Logistics Project is to improve climate resilient regional connectivity on the Katse to ThabaTseka road corridor and reduce the costs of trade at three of Lesotho's commercial borders with South Africa. There are three components to the project, the first component being road corridor infrastructure development. This component has two sub-components: upgrading of the Katse to Thaba-Tseka road corridor to climate resilient paved standard (US55 million dollars), and sub-spot improvements along the A1 economic corridor (US5 million dollars). The second component is the regional trade, integration, and logistics services. This component has three subcomponents: Smart One-Stop Border Post facilities at the Maseru Bridge and Maputsoe-Ficksburg border crossings, and improvement of Qacha’s Nek border, Inspection and laboratory testing facilities, and Climate controlled community-level horticulture packing and storage facilities (cold chain). Finally, the third component is the technical assistance, capacity building, and project management. This component will support implementation of the project by the Roads Directorate (RD) implementation unit for component 1, and by the CAFI Project Management Unit (PMU) for component 2.",-0.009227943
P159023,2017,0.04,0.0,0.04,"Senegal Structural Reform Development Policy Operation Series The Program Development Objective (PDO) of the series is to support Government’s efforts in (i) strengthening the governance and management of the energy sector to reduce costs, improve reliability and facilitate equitable access; and (ii) enhancing the legal andregulatory framework of the ICT sector to promote competition, investment and equitable access.
To this end, the Program has the following two pillars:
Pillar 1 - Energy Sector Pillar has three policy areas (i) improving governance of the energy sector; (ii) removing barriers to investment and competition in the energy sector; and (iii) facilitating equitable access to electricity.
Pillar 2 –ICT sector will support two policy areas on (i) improving governance of the ICT sector and (ii) removing barrier to investment and competition in the internet broadband market. 
 The objective of the First Multi-Sectoral Structural Reform Development Policy Financing Project is to support Government’s efforts in: (i) strengthening governance and management to reduce costs, improve reliability and facilitate equitable access in the energy sector; and (ii) enhancing the legal and regulatory framework to promote competition, investment and equitable access in the ICT sector. Growth and poverty reduction have been sluggish in Senegal over the past 25 years, but more recently growth accelerated and poverty reduction may be following. Real GDP per capita has only increased by 17 percent in Senegal since 1990, against 45 percent on average in SSA and 134 percent in emerging and developing countries. In addition, growth has been driven by capital accumulation, with little or negative contribution from Total Factor Productivity (TFP) growth and human capital accumulation. In the last few years, growth performance improved reaching 6.5 percent in 2015 and expected to attain similar levels or higher in the next few years. In addition to external and internal factors (such as low commodity prices or positive climate behavior), these advances are linked to the implementation of the Plan Senegal Emergent (PSE), with which Senegal aims to become an emerging country by 2035. For this to happen, growth rates of 7-8 percent would be required, in a context of higher productivity and competitiveness. Similarly, progress in poverty reduction has been mixed. Poverty decreased 7 percentage points over 2000-05, particularly in urban areas, and stagnated until 2011 reaching 47.3 percent. Recent data point to a reduction of 2 percentage points since 2011. Underperformance of the Senegalese economy has been related to enduring structural constraints and persistent infrastructure gaps. Macro-fiscal policies have been supportive to growth and Senegal benefits also from other factors such as its coastal location or its 1500 km of optic fiber network. However, structural constraints undermine the efficiency of investment and sustained growth. For instance, growth in agriculture has been slow and volatile, and productivity gains scarce, despite the high potential of the sector and its important share of jobs. In addition, key non-tradable inputs such as communications and electricity, increase the country’s relative prices. Senegal also scores below average on transport infrastructure, and electricity and telephone infrastructure. Furthermore, the country does not take full advantage of existing infrastructure. This is the case, in particular, of the ICT infrastructure, including the important public optic fiber network.",-0.23656057
P173001,2021,0.0,0.0,0.0,"Tax Administration Reform Project in Uzbekistan The development objective is to improve the operational efficiency and effectiveness of the State Tax Committee (STC) and increase voluntary compliance. The development objective of the Tax Administration Reform Project for Uzbekistan is to improve the operational efficiency and effectiveness of the State Tax Committee (STC) and increase voluntary compliance. The project comprises of four components. The first component, automation of core tax administration business processes is to enhance the operational efficiency of the STC. The second component, reduction of the informal economy is to develop and implement a pragmatic road map to improve operational effectiveness and help reduce the size of the informal economy in Uzbekistan. The third component, strengthen human resources (HR) and institutional capacity for tax administration and delivery objectives are to strengthen the STC’s HR institutional capacity to attract, develop, and retain a skilled and knowledgeable workforce, and develop the skills of tax officials. The fourth component, supporting project management objective is to provide support for project implementation, including the project’s monitoring and evaluation, application of environmental and social standards, project related audits, training, and financing of incremental operating costs.",-0.56461316
P159258,2018,0.0,0.0,0.0,"GZ-Third Municipal Development Project The project development objective (PDO) is to enhance the institutional capacity of municipalities in the West Bank and Gaza for more accountable and sustainable service delivery. The objective of the Third Municipal Development Project is to enhance the institutional capacity of municipalities in the West Bank and Gaza for more accountable and sustainable service delivery. There are four components to the project, the first component being municipal performance and service delivery. The project will finance municipal infrastructure for improved service delivery. The project’s block grants will provide the basic funding for eligible municipalities for infrastructure development based on needs and equity, while the performance grants will provide an incentive for eligible municipalities to improve their performance. Half of the total component one financing will be allocated for the block grants and another half for the performance-based grants. The block grants will be allocated based on population (40 percent) and needs (60 percent). Gaza municipalities will be allowed to use 20 percent of their grants for recurrent expenditures13 to reflect the special circumstances they face. The eligible expenditures will be defined in the project’s operations manual. The second component is the capacity development to municipalities and Palestinian institutions. This component will provide capacity development support to municipalities and national level institutions, namely, the MDLF and the MoLG. The MDLF will prepare a capacity development plan at the start of the project in consultation with all stakeholders, which will provide a detailed description of the priorities, activities and their inter-linkages for this component. The third component is the municipal partnership projects. This component will provide technical assistance and project financing to municipalities to: (a) engage more effectively with the private sector, and (b) work across administrative boundaries to develop joint and/or innovative investments for municipal service delivery and local economic development. Only the technical assistance portion under sub-component A will be financed by TFGWB. Finally, the fourth component is the project implementation support and management costs. This component will finance goods and consultants’ services for monitoring and evaluation, outreach and communication and local technical consultants for the engineering supervision of component one, and the MDLF management cost.",-0.42626137
P158520,2017,0.0,0.0,0.0,"Colombia Territorial Development Development Policy Loan Project Development Objective Support the efforts of the Government of Colombia to: (i) Strengthen institutions for land managementand territorial planning; and (ii) Improve subnational financial management and investment prioritization. Board Schedule Comments This program document presents a Development Policy Loan in the amount of EUR 716.5 million to the Government of Colombia (GoC), the first in a series of two single-tranche programmatic Development Policy Financing (DPF) operations. The objective of the programmatic DPF is to support the efforts of the Government of Colombia to: (i) strengthen institutions for land management and territorial planning; and (ii) improve subnational financial management and investment prioritization. The operation builds on, and complements a portfolio of current and previous World Bank operations and analytical work in the areas of urban and rural development, land management, decentralization, financial management and subnational governance. The operation supports the GoC’s medium-term agenda towards a more integrated territorial development. The National Development Plan (NDP) 2014-2018 outlines a program of reforms to strengthen territorial development, hereby reducing gaps between leading and lagging regions. This is a key element of the Government’s post-conflict and peace agenda. The NDP comprises reforms at two levels: (a) policies and institutions at the national level to improve land management and territorial planning, and (b) policies at the sub-national level to improve the efficient allocation ofresources and project execution. The operation also builds upon the current peace and post-conflict agenda and is well aligned with the objectives of the World Bank Group’s Colombia Country Partnership Framework (CPF) FY2016-2021.",-0.37246415
P167455,2020,0.61,0.39,0.22,"Ceara Rural Sustainable Development and Competitiveness Phase II The Project Development Objective (PDO) is to enhance access to markets and access to water and sanitation, adopting climate resilient approaches, by targeted beneficiaries in selected areas of the State of Ceará. The development objective of the Second Phase of Ceara Rural Sustainable Development and Competitiveness Project for Brazil is to enhance access to markets and access to water and sanitation, adopting climate resilient approaches, by targeted beneficiaries in selected areas of the State of Ceara. The project comprises of three components. The first component, sustainable economic inclusion will improve the access for family farming producers’ organizations (including priority vulnerable groups, women and youth) to dynamic markets, thus leading to more sustainable sources of income. It consists of following sub-components: (i) strengthening organizations for enhanced market access; and (ii) improving social and productive inclusion for vulnerable groups. The second component, rural water supply and sanitation access will support the state’s efforts to universalize access to improved water and sanitation by investing in sustainable and resilient service provision in prioritized rural communities, which are subject to the highest climate risks. It consists of following sub-components: (i) expanding water and sanitation access; and (ii) increasing water security and resilience. The third component, institutional strengthening and project management will strengthen the organizational, management, knowledge, and operational capacity of key implementing state institutions, as well as to provide overall project management and supervision. It consists of following sub-components: (i) institutional strengthening and capacity building; and (ii) project management and supervision.",-0.0039540897
P156797,2018,0.4,0.26,0.14,"Nepal Livestock Sector Innovation Project The Project Development Objectives (PDO) are to increase productivity, enhance value addition, and improve climate resilience of smallholder farms and agro-enterprises in selected livestock value-chains in Nepal. The development objective of Livestock Sector Innovation Project are to increase productivity, enhance value addition, and improve climate resilience of smallholder farms and agro-enterprises in selected livestock value-chains in Nepal. This project has four components. 1) The first component, Strengthening Critical Regulatory and Institutional Capacity, aims to focus on strengthening the ability of the Ministry of Livestock Development (MoLD) and its agencies at the regional, Municipality and village levels, to develop/modify and enforce a policy and regulatory framework that strengthens the livestock sector.  It has the following three subcomponents: (i) Policies and Regulatory Framework; (ii) Institutional Strengthening; and (iii) Establishing Livestock Management Information System. 2) The second component, Promoting Sector Innovation and Modernizing Service Delivery, aims to enhance the capacity of key stakeholders along the selected livestock supply chains to develop, disseminate and adopt best practices.  It has the following three subcomponents: (i) Support to Producers’ Organizations; (ii) Modernizing Service and Input Provision Systems; and (iii) Strengthening Farmers’ Training and Extension Services. 3) The third component, Promoting Inclusive Value Chains for Selected Livestock Commodities, seeks to develop a more commercial-oriented approach for selected livestock subsectors and to contribute to import substitution (for dairy products and goat meat) and export promotion (for Chyangra cashmere) by improving the productivity and value addition within the targeted value chains.  It has the following two subcomponents: (i) Development of Productive Partnerships (PP); and (ii) Financing Livestock Value Chains. 4) The fourth component, Project Management and Knowledge Generation, aims to support project implementation activities, including operating costs of the Project Management Unit (PMU) mapped to the MoLD Secretary’s office and will be responsible for ensuring that project activities are implemented in line with the provisions in the official project documents.",-0.29309937
P165085,2018,1.0,0.0,1.0,"Renewable Fund Guarantee Support the development of renewable energy in Argentina through private sector investments. The objective of the Renewable Fund Guarantee Project for Argentina is to increase electricity generation capacity from renewable energy sources through private investment in the energy sector. The project has one component: an IBRD guarantee in an aggregate amount of US$480 million to backstop Government’s failure to fund FODER when it should pay a put price to eligible renewable energy sub-projects as a result of IPPs exercising a put option under their respective FODER trust adhesion agreement. At the sub-project level, the guarantee is limited to a maximum of US$500,000 per MW. The project involves a financial intermediary structure conformed by BICE, in its capacity as trustee of FODER, and MEM as implementing authority of FODER.25 The IBRD guarantee indirectly mitigates country risks (including lack of payments, change in policy, convertibility, and transferability risks), and thus reduces financing costs for IPPs and risks associated with signing PPAs with CAMMESA. In the medium term, the guarantee will allow Argentina to rebuild a positive track record with investors.",0.2717141
P174266,2021,0.05,0.0,0.04,"Togo Essential Quality Health Services For Universal Health Coverage Project To improve the provision of essential health and nutrition services and quality of care for pregnant women, children and vulnerable populations The development objective of the Essential Quality Health Services for Universal Health Coverage Project for Togo is to improve the provision of essential health and nutrition services and quality of care for pregnant women, children and vulnerable populations. The project comprises of five components. The first component, increasing demand and supply of quality health and nutrition services focuses on providing opportunities for government to deliver services and improve access to the most vulnerable populations. It consists of following sub-components: (i) increasing access to essential health and nutrition services; (ii) increasing membership of the poor and vulnerable in health insurance; (iii) improving equitable distribution of health professionals; and (iv) increasing tracer drug availability at peripheral health unit (PHU) facilities. The second component is bringing health facilities and services close to households. It consists of following sub-components: (i) increasing access of vulnerable populations to health facilities and services; and (ii) providing equipment to the newly built health facilities. The third component is strengthening the national social health insurance scheme. It consists of following sub-components: (i) establishing and supporting the operations of the Togo Social Health Insurance Agency (TSHIA); and (ii) promoting demand for health insurance services. The fourth component is improving stewardship, oversight, and management. It consists of following sub-components: (i) assuring the social, environmental safeguards of the project; and (ii) providing project management and coordination. The fifth component, contingent emergency response component (CERC) will allow the government to request the World Bank for rapid reallocation of project funds and respond promptly and effectively to an eligible emergency or crisis that is a natural or man-made disaster or crisis that has caused, or is likely to imminently cause, a major adverse economic and or social impact.",-0.43524742
P175874,2022,0.69,0.04,0.66,"Electricity Reform for Sustainable Growth Development Policy Loan The Development Objective is to establish the policy foundations for: (i) strengthening sector governance, (ii) enhancing climate resilience and social and environmental sustainability, and (iii) improving the financial self-sufficiency and operational performance of the electricity sector. The development objectives of the Electricity Reform for Sustainable Growth Development Policy Financing in Dominican Republic are to establish the policy foundations for: (i) strengthening sector governance, (ii) enhancing climate resilience and social and environmental sustainability, and (iii) improving the financial self-sufficiency and operational performance of the electricity sector. It is built around three pillars. Pillar 1, strengthening sector governance, comprises measures aimed at updating the institutional and legal framework governing the energy sector and improving the governance in the electricity distribution segment. Pillar 2, enhancing climate resilience and social and environmental sustainability, includes reforms aimed at increasing renewable energy generation, promoting the implementation of energy efficiency measures to reduce GHG emissions, and supporting measures to improve the resilience of the energy system to climate change. The pillar also supports measures to improve the targeting and coverage of the social protection system to ensure affordability of electricity services for the vulnerable population as well as efforts to mainstream gender equality in the formulation of sector strategies and programs. Pillar 3, improving the financial self-sufficiency and operational performance of the electricity sector, includes tariff and fossil fuel subsidy reforms which will contribute to reduce energy consumption and GHG emissions, as well as other measures to improve the financial viability of the sector.",0.003423842
P174002,2021,0.54,0.21,0.33,"Sustainable Rural Economy Program To improve the performance of targeted small agriculture producers and AgriMSMEs and improve natural resources management practices in selected project areas. The development objective of the Sustainable Rural Economy Program Project for Mozambique is to improve the incomes and resilience of beneficiaries and selected rural areas. The project comprises of four components. The first component, increasing productivity and market access will focus on supporting small agriculture producers and agri- micro, small, and medium enterprises (MSMEs) improve their performance, in particular for small producers to increase productivity and their access to input and output markets, and for AgriMSMEs to increase their sales. It consists of following sub-components: (i) agriculture productivity and market access; and (ii) fisheries productivity and market access. The second component, enhancing natural resources management consists of following sub-components: (i) enhanced land, forests, and conservation area management; and (ii) enhanced fisheries monitoring, control, and surveillance. The third component, strengthening institutions and policies consists of following sub-components: (i) policy and institutional support; and (ii) program management. The fourth component, contingent emergency response component (CERC) will finance the immediate response to crises or emergencies in the sectors covered by this program, which can result from events such as climatic shocks, extreme-weather events, plant and animal pests and disease outbreaks, pandemics, and economic and social disruptions.",-0.09469426
P168130,2019,0.18,0.0,0.18,"Jordan Second Equitable Growth & Job Creation Programmatic Development Policy Financing The program development objective is to support Jordan to set foundations to: (i) reduce business costs and improve market accessibility, (ii) create more flexible and integrated labor markets and provide better and more efficient social assistance, and (iii) improve fiscal sustainability and take more informed decisions regarding risk. The development objective of the Second Equitable Growth and Job Creation Programmatic Development Policy Financing (DPF2) for Jordan is to support Jordan to set foundations to: (i) reduce business costs and improve market accessibility, (ii) create more flexible and integrated labor markets and provide better and more efficient social assistance, and (iii) improve fiscal sustainability and take more informed decisions regarding risk. DPF2 will help the government pursue its necessary macro critical reforms to lay the foundations for investment at a time of low economic growth, while supporting fiscal sustainability and containing new losses in the energy sector. To improve the quality of economic growth and to produce more and better jobs for Jordanians, Jordan needs to promote investment, to allow its internal markets to become more contestable, and to facilitate the access of the existing pool of highly skilled women to the labor force. The DPF contributes to the implementation of the enlarged World Bank Group (WBG) Middle East and North Africa (MENA) strategy, as it addresses the constraints identified in the systematic country diagnostic and the priorities of the country partnership framework. The operation supports economic growth and job creation. It focuses on reducing business costs and increasing opportunities for private domestic and foreign investment, particularly in services (including digital), reducing labor market segmentation, removing legal and regulatory barriers for women to participate in the labor force, strengthening social protection at the time of economic transformation, and maintaining fiscal sustainability.",-0.40979785
P164412,2018,0.0,0.0,0.0,"Innovative Private Sector Development To improve economic opportunities for individuals and firms in the West Bank and Gaza. The development objective of Innovative Private Sector Development Project is to improve economic opportunities for individuals and firms in the West Bank and Gaza. This project has three components. 1) The first component, Entrepreneurship Ecosystem Development, has the following four activities: (i) Improving market linkages to Arab communities in regional entrepreneurship ecosystems; (ii) Developing a dynamic startup finance ecosystem with a core focus on organized angel investing; (iii) New automated company registration system; and (iv) Developing home-based businesses framework. 2) The second component, Building an Outsourcing Hub in Gaza, aims to develop the outsourcing model and piloting expansion of an existing organization in Gaza. 3) The third component, Project Management, aims to be responsible for the day-to-day administration of the overall project planning, coordination, and technical and fiduciary supervision.",-0.3739205
P177807,2022,0.92,0.77,0.15,"Dominica Disaster Risk Management Development Policy Financing  with a Catastrophe Deferred Drawdown Option The development objective of the proposed operation is to support the Government of the Commonwealth of 
Dominica in: (a) strengthening the legal and institutional framework to increase climate and disaster resilience in 
priority sectors; and (b) improving national fiscal capacity to respond to disaster and climate-related risks. The development objective of the Disaster Risk Management Development Policy Credit in Dominica is to support the Government of the Commonwealth of Dominica in: (a) strengthening the legal and institutional framework to increase climate and disaster resilience in priority sectors; and (b) improving national fiscal capacity to respond to disaster and climate-related risks. It provides the policy basis for implementing the strategy, improving the Government’s ability over time to: (a) mobilize and optimize a pool of complementary financial instruments that address disaster and climate risk; (b) respond to and mitigate the potential economic impact of disasters and climate change; and (c) access risk information for more informed decision making on budgeting for disaster risk and response.",0.3175753
P154716,2018,0.35,0.0,0.35,"Anhui Aged Care System Demonstration Project The project development objective (PDO) is to support the government of Anhui province in developing and managing a diversified, three-tiered aged care service delivery system for the elderly, particularly those with limited functional ability. The development objective of the Anhui Aged Care System Demonstration Project for China is to support the government of Anhui in developing and managing a diversified, three-tiered aged care service delivery system for the elderly, particularly those with limited functional ability.It has four components. First component, supporting the development of government stewardship capacity will support development of a unified information system to facilitate both the development and management of the aged care service system; design and pilot an assessment of functional ability and needs to improve the effectiveness and quality of care services; establish a set of quality standards for aged care services; and support training and building a professional workforce (managers and administrators) for aged care services; Second component, strengthening community-based and home-based care services will strengthen the delivery and management of community-based and home-based care services in two project cities. The funds will be used to finance civil works, goods, consulting services and capacity-building activities and will contribute to the services improvements envisaged by the authorities; Third component, strengthening the delivery and management of nursing care will strengthen the delivery and management of urban skilled nursing facilities in two project cities; increase the capacity of government-run urban welfare homes in one project city; and strengthen the delivery and management capacity of government-run rural welfare homes, including developing options for public-private partnership in one district and four counties of one project municipality; Fourth component, project management, monitoring, and evaluation will support project management and build capacity in general management and planning to ensure an effective and efficient project implementation; provide technical guidance through a project expert panel (PEP) to support project implementation; and support the monitoring of the implementation of project activities and the achievements of the intended results.",-0.4032244
P166187,2020,0.07,0.04,0.03,"Competitiveness and Sector Diversification The project development objective is to support sector governance improvements and increase competitiveness in targeted industries in Suriname. The development objective of Competitiveness and Sector Diversification Project is to support sector governance improvements and increase competitiveness in targeted industries in Suriname. This project has three components. 1) The first component, Strengthening the mining sector governance, transparency, accountability, and administration, focuses on supporting improvements to the legal, regulatory, and institutional framework governing mining in Suriname. 2) The second component, Investment in SMEs and value chains in targeted emerging industries, seeks to address the limited firm capabilities, investment climate challenges, vulnerabilities to climate change, and infrastructure shortcomings that constrain opportunities for growth and diversification in agribusiness, tourism, and other emerging industries, especially for SMEs. It has the following subcomponents: (i) Program for Suriname’s Growth Enterprises; and (ii) Improving the business environment for emerging industries and growth enterprises. 3) The third component, Project management and evaluation, aims to fund all project management, operational, monitoring and evaluation, and communication costs.",-0.41826087
P162908,2018,0.8,0.63,0.17,"Resilient Productive Landscapes in Haiti The Project Development Objectives are: (i) to improve the adoption of resilience-enhancing agricultural and landscape management practices in selected sub-watersheds; and (ii) to enable the Government to respond promptly and effectively to an eligible emergency.
 The development objectives of Resilient Productive Landscapes Project for Haiti are: (i) to improve the adoption of resilience-enhancing agricultural and landscape management practices in selected sub-watersheds; and (ii) to enable the government to respond promptly and effectively to an eligible emergency. This project has four components. 1) The first component, Strengthening of institutional and organizational capacities for landscape level interventions, aims to support national efforts in creating Agriculture or Environment joint landscapes policy and action plan towards resilient agriculture and ecosystems. It has the following subcomponents: (i) Institutional capacity building; (ii) Support to national level sustainable landscape management approach to agriculture and watershed management; and (iii) Sustainable Financing of Resilient Productive Landscapes and Environmental Investments. 2) The second component, Investments to strengthen resilient agricultural production and practices, aims to support individual farmers, agricultural entrepreneurs and communities within selected sub-watersheds to establish more resilient agricultural productions and practices, adapted to the local agro-ecological contexts. It has the following  subcomponents: (i) Investments in resilient, sustainable agriculture and ecosystems; (ii) Intensification, diversification and commercial agriculture; and (iii) Protection of infrastructure and watersheds. 3) The third component, Project Coordination and Monitoring and Evaluation (M & E), aims to support Project coordination and M & E as well as all aspects of management (including fiduciary matters, knowledge management, communication, gender and citizen engagement as well as monitoring implementation of safeguards-related measures. 4) The fourth component, Contingency Emergency Response Component, will be created to allow the government to respond quickly in case of an eligible emergency.",0.30033922
P181354,2024,0.0,0.0,0.0,"Innovative Private Sector Development II To improve economic opportunities for tech enabled startups and innovative SMEs, and individuals in the digital economy in the West Bank and Gaza; and in case of an Eligible Crisis and Emergency, respond promptly and effectively to it.

For the purposes of this project economic opportunities include access to the following resources: (a) early-stagefinance, (b) market access activities, (c) mentorship, (d) skills enhancement training, (e) employment matchmaking, and (f) streamlied formal business registration. The development objective of the Second Innovative Private Sector Development for West Bank and Gaza (WB and G) is to improve economic opportunities for tech enabled startups and innovative small and medium-sized enterprises (SMEs), and individuals in the digital economy in the (WB and G). The project comprises of three components. The first component, entrepreneurship ecosystem development aimed at transforming the entrepreneurship ecosystem in (WB and G) through a series of innovative interventions, some of which were piloted in the WB and G under the innovative private sector development (IPSD). It consists of following sub-components: (i) improving market linkages to Arab communities in regional and international entrepreneurship ecosystems (Nexus); (ii) developing a dynamic startup finance ecosystem; and (iii) improve government to business services - implementation and enhancements to the automated business registry system. The second component, building an outsourcing hub in Gaza and the West Bank will continue the engagement initiated under IPSD to establish an impact business and outsourcing hub in Gaza and the West Bank. The third component, project management and implementation support will finance project management costs and capacity building for the Ministry of National Economy.",-0.37935182
