id,fiscalyear,Climate change,Climate adaptation,Climate mitigation,text,pred_a,pred_m
P160700,2018,0.0,0.0,0.0,"First Fiscal Reform and Growth Credit The overarching goal of the proposed FRGC series is to boost real economic growth, reduce poverty and increase opportunities for the poorest in the population. The FRGC programmatic series will focus on two critical objectives:
 
 (i)	re-establish fiscal and debt sustainability; and
 
 (ii)	accelerate growth and extend opportunities to the poorest in the population. The development objectives of this First Fiscal Reform and Growth Development Policy Financing Project for Benin are to: a) support macroeconomic stability by strengthening fiscal management; and b) promote economic growth by increasing agricultural productivity and competitiveness and strengthening the power sector’s financial viability and production capacity. This Development Policy Operation (DPO) series aims at supporting the government’s effort to implement its Government’s Action Plan (GAP) over the period 2016‐2021. The first pillar of the DPO series focuses on supporting macroeconomic stability by strengthening fiscal management. The second pillar seeks to promote economic growth by helping increase agricultural productivity and competitiveness and strengthening the power sector’s financial viability.The operation is well‐aligned with the objectives of the World Bank Group’s Benin Country Partnership Strategy (CPS).",0.05029296,0.10203605
P161923,2020,0.59,0.5,0.1,"Guinea-Bissau - Rural Transport Project The development objective is to improve the rural population's physical access to markets and social services in selected areas. The development objective of the Rural Transport Project for Guinea Bissau is to improve the rural population's physical access to markets and social services in selected areas. The project comprises of four components. The first component, transport infrastructure improvement to enhance mobility in selected areas will mostly finance the rehabilitation and maintenance of about 110 km of unpaved trunk roads and connecting feeder roads in rural areas in the regions of Cacheu and Oio, between the towns of Ingore and Farim using the spot improvement method when appropriate. The second component, support to transport sector institutions will provide a holistic support package to the institutions responsible for transport infrastructure and services in Guinea-Bissau (Ministry of Public Works, Construction, and Urbanism, Ministry of Transport and Telecommunication, and Road Maintenance Fund). It consists of following sub-components: (i) technical assistance (TA) on road project management, maintenance, and safety; (ii) national plan for transport and logistics; and (iii) other TA, studies, and audits. The third component, operational support consists of following sub-components: (i) project management; and (ii) compensations in case of involuntary resettlement. The fourth component, contingent emergency response can be activated should the need arise to redirect some of the project resources to respond to an emergency.",0.24173883,0.110140584
P160377,2018,0.33,0.05,0.28,"Energy Sector Support and Investment Project The objective of the project is to improve the operational performance of the power sector and increase access to electricity in the capital city, Lomé. The development objective of the Energy Sector Support and Investment Project for Togo is to improve the operational performance of the power sector and increase access to electricity in the capital city, Lomé. The project has three components. First component, power distribution improvement and expansion will finance the priority rehabilitation and reinforcement of the medium voltage (MV) and low voltage (LV) systems in Lomé, and the expansion of the network with new connections. The component is composed of three sub components, which are founded on the results of the EU‐funded prefeasibility study mentioned above, as well as a Lomé MV network modeling exercise which identified the requirements for grid strengthening by 2020.The component is divided in three sub components: (i) rehabilitation of MV and LV Systems in Lomé, (ii) reinforcement of the Lomé MV Network; and (iii) network extension and new connections. Second component, power sector reform are focused around four main areas (i) reform of the Compagnie Energie Electrique du Togo (CEET) and its relationship with the Government of Togo (GoT) with the preparation and implementation of a Management Improvement Plan (MIP) as well as a review and reinforcement of the existing Revenue Protection Program targeting large customers and government electricity bill payment; (ii) planning, with the preparation of a master plan for generation, transmission, and distribution, and the strengthening of the planning capacities of the Ministère des Mines et de l’Energie (MME) and CEET; (iii) preparation of a sector financial model and viability assessment; and (iv) a review of the sector legal and regulatory framework; (v) preparation of a diagnostic study of CEB and the implementation of reforms identified; and (vi) review of the performance contract with CEET. Third component, project management and capacity building will finance project supervision and implementation management activities, including operational expenses, vehicles, offices equipment, and project supervision and project management capacity building. This component has  three sub components, (i) engineering consulting will support the implementation agency in the activities included under first component through the recruitment of an owner’s engineer to assist the implementation agency in technical issues and in the procurement process; (ii) implementation management activities will support various operating costs of the project management team (e.g., office equipment, project software, a project vehicle) and the external project audits; and (iii) capacity building activities will include staff training related to utility management and/or project implementation (e.g., procurement, financial management (FM), monitoring and evaluation (M&E), software systems).",-0.02263853,0.43878633
P174267,2021,1.0,0.0,1.0,"China Plastic Waste Reduction Project The project development objective is to improve plastic waste management at the national and sub-national level, and to reduce plastics pollution from municipal solid waste. The development objective of the Plastic Waste Reduction Project for China is to improve plastic waste management at the national and sub-national level, and to reduce plastics pollution from municipal solid waste. The project comprises of four components. The first component, national policies and institution strengthening will support China develop forward-looking policy directions provisioned under the policy note of further strengthening plastic pollution control (January 2020), the guiding opinions on accelerating the development of a green and low-carbon circular economy (February 2021), in line with the new law on solid wastes (April 2020), and in alignment with China’s 14th five-year plan. The second component, sub national and local technical assistance and capacity building will help increase the synergy of the waste management regime at national, sub-national, and local levels in China, through better coordinated policy development and enforcement, pilots and demonstration, and institutional capacity building across administrative layers. It consists of following sub-components: (i) technical assistance (TA) and institutional capacity building; (ii) TA and capacity building for Chongqing to enhance urban solid waste management (SWM) from the onset of waste separation and strengthen solid waste management in rural and peri-urban areas aiming at reducing plastic waste pollution; and (iii) TA and capacity building for Ningbo to promote advanced waste recycling. The third component, improvements to municipal solid waste management and plastic recycling will support Chongqing and Ningbo to improve the functionality of respective SWM systems, addressing plastic leakage hotspots in waste flows and pushing recycling to a higher level. It consists of following sub-components: (i) improvements to solid waste management systems in urban and rural Chongqing; and (ii) improvements to municipal solid waste management systems in Ningbo. The fourth component, project management, monitoring and evaluation will support the operation of project management and implementing agencies in National Development and Reform Commission (NDRC), Chongqing and Ningbo, to ensure smooth project implementation and compliance to Bank and domestics policies and procedures.",0.019415239,0.80415463
P177895,2022,0.01,0.0,0.01,"MSME Competitiveness Project The Project's Development Objective is i) to reduce the regulatory burden, increase access to finance, increase export competitiveness of Moldovan enterprises, and (ii) in case of an Eligible Crisis or Emergency, respond promptly and effectively to it. The development objective of MSME Competitiveness Project for Moldova is: (i) to reduce the regulatory burden, increase access to finance, increase export competitiveness of Moldovan enterprises, and (ii) in case of an eligible crisis or emergency, respond promptly and effectively to it. This project has three components. 1) The first component, Digitization and Regulatory Reform, are expected to lead to compliance costs savings for the private sector. 2) The second component, Access to Finance, aims to expand its outreach and diversify its product offerings. 3) The third component, Micro, Small or Medium-sized Enterprise (MSME) Development and Export Competitiveness, are expected to have a substantial increase in exports and creation of jobs.",-0.045418553,0.064700566
P167959,2019,0.08,0.07,0.02,"Strategic Purchasing and Alignment of Resources & Knowledge in Health Project (SPARK-Health) To improve the utilization and quality of health services towards reducing maternal and infant mortality, and to provide immediate and effective response to an eligible crisis or emergency, in the Recipient's territory. The development objective of the Strategic Purchasing and Alignment of Resources and Knowledge in Health Project for Cote d'Ivoire is to improve the utilization and quality of health services towards reducing maternal and infant mortality in the Recipient's territory. The project comprises of four components. The first component, scale-up of strategic purchasing consists of following sub-components: (i) extension of performance-based financing (PBF) in the context of strategic purchasing; (ii) scale-up of national health insurance (CMU); and (iii) support for health reforms and national capacity building. The second component, health system strengthening to improve performance consists of following sub-components: (i) rehabilitation, equipment, and environmental sanitation; (ii) reproductive health and nutrition; (iii) strengthening health human resources; and (iv) governance and health management information systems (HMIS). The third component, project management consists of following sub-components: (i) project coordination; (ii) monitoring-evaluation (monitoring, supervision, and support); and (iii) knowledge sharing and dissemination of results. The fourth component, contingent emergency response component (CERC) will allow for rapid reallocation of project proceeds in the event of a natural or man-made disaster or crisis that has caused or is likely to imminently cause a major adverse economic and or social impact.",0.16255333,0.061292637
P157469,2017,0.0,0.0,0.0,"Development Policy Credit 2: Fiscal Sustainability&Investment Climate The Program Development Objective is to promote fiscal discipline, contribute to enhancing access to finance to enterprises and to improve the climate for business entry and investment in Bhutan. The development objectives of the Second Fiscal Sustainability and Investment Climate Development Policy Credit Project for Bhutan are to promote fiscal discipline, improve access to finance for enterprises, and improve the climate for business entry and investment in Bhutan. The programmatic series has three pillars: (i) strengthening fiscal sustainability and self-reliance; (ii) increasing access to finance; and (iii) improving the investment climate and increasing domestic and foreign investment. To realize rapid economic growth, the Royal Government of Bhutan (RGoB) continues to focus on five economic jewels: hydropower, agriculture, tourism, cottage and small industries, and mining. Implementation of the development management system has supported poverty reduction and gender equality. To sustain these achievements, two key economic challenges must be addressed: sustaining macroeconomic stability and boosting private-sector development. The high current account deficits are the result of elevated imports associated with the construction of hydropower projects, which are covered by long-term donor financing. Private-sector-led economic development will depend on further improving the investment climate.",0.0697882,0.18836416
P177782,2022,0.44,0.35,0.08,"Emergency Project to Combat the Food Crisis in Cameroon The Project Development Objective (PDO) is to strengthen food and nutrition security and increase resilience to climate shocks of targeted households and producers. The development objective of the Emergency Project to Combat the Food Crisis Project for Cameroon is to strengthen food and nutrition security and increase resilience to climate shocks of targeted households and producers. The project comprises of five components. The first component, support for early response food and nutrition stabilization towards early recovery and resilience building will address immediate food and nutrition insecurity needs in project targeted areas in response to climate stresses and shocks such as droughts, floods, or uncertainty in rainfall patterns that are a primary driver of food insecurity. It consists of following sub-components: (i) provision of emergency food and nutrition assistance; and (ii) labor-intensive public works (LIPW) for resilience. The second component, strengthening productive capacities of smallholders through crop and livestock support for climate and nutritional resilience will focus on improving sustainable, climate smart agriculture (CSA) production including postharvest management, processing, and market access for producers to improve food security. It consists of following sub-components: (i) support for food production for farmers and agri-food processors; and (ii) support to pastoralists and fishermen, and related processing. The third component, support for strengthening government food security crisis monitoring capacity, information systems, and agrometeorological services will strengthen food security early warning and information systems and preparedness such that Cameroon can minimize both humanitarian and climate vulnerability linked costs of future food security crises. It consists of following sub-components: (i) strengthening of government capacity and information on food security, agrometeorological conditions, market prices; and (ii) development of digital tools to support food security response and climate resilience. The fourth component, project management, monitoring and evaluation aim is to support the Project Implementation Unit (PIU) in facilitating efficient implementation of project activities and tracking of results. The fifth component, contingent emergency response component (CERC) is included to allow for quick disbursement of systems, and agrometeorological services uncommitted balances to respond to unanticipated future crisis.",0.54283863,0.09403941
P155827,2024,1.0,0.41,0.59,"EASTERN PROVINCE JURISDICTIONAL SUSTAINABLE LANDSCAPE PROGRAM - EMISSIONS REDUCTION PROJECT To generate payments to the Program Entity for measured, reported, and verified Emission Reductions (ERs) and to distribute the payments according to an agreed Benefit Sharing Plan (BSP). The development objective of Eastern Province Jurisdictional Sustainable Landscape Program – Emissions Reduction Project for Zambia is to generate payments to the Program Entity for measured, reported, and verified Emission Reductions (ERs) and to distribute the payments according to an agreed Benefit Sharing Plan (BSP). This project has three components. 1) The first component, Emission Reductions payments distributed in accordance with agreed Benefit Sharing Plan, has the following sub-components: (i) Payment for ER credits; and (ii) Distribution of ERCs and payments as per an agreed BSP. 2) The second component, Strengthening communities and governance for sustainable land management, will enhance local community involvement in sustainable land management and ecosystem restoration, climate resilience and mitigation within the jurisdictional program, ensuring the generation of ERs to be paid for under Component 1. 3) The third component, Program Management, aims to establish and develop the management functions required for the program's success.",0.118191905,0.8254337
P173640,2022,0.32,0.32,0.0,"Social Protection and Economic Resilience Project The Project Development Objective is to improve the effectiveness and efficiency of the social protection system. The development objective of the Social Protection for Economic Resilience Project for Mozambique is to improve the effectiveness and efficiency of the social protection system. The project comprises of four components. The first component, strengthening core operational and administrative capacity will support activities to enhance the sectoral capacity for policy design and implementation aiming to exploit the synergies across programs and with other sectors. It consists of following sub-components: (i) social protection policy planning, analysis, and coordination at Ministry of Gender, Children, and Social Protection (MGCAS); (ii) improving performance of national social protection institute (INAS) operations; and (iii) strengthening implementation capacity at the local level. The second component, improving effectiveness and efficiency of social protection programs will finance activities to enhance key social protection programs to both increase their effectiveness on covering the target population and their efficiency in their allocation of resources. It consists of following sub-components: (i) improving targeting and coverage of social protection for families with children; and (ii) expanding economic inclusion opportunities for social protection beneficiaries. The third component, shock-responsive social protection aims to strengthen the capacity of the social protection system to timely respond to emergencies through improved financing mechanisms to support social assistance interventions to protect the human capital and productive capacity among the target population. The fourth component, contingent emergency response component (CERC) will allow for rapid reallocation of project proceeds in the event of a natural or man-made disaster or crisis that has caused or is likely to imminently cause a major adverse economic and or social impact.",0.085456304,0.06020577
P166360,2018,0.0,0.0,0.0,"Jordan First Equitable Growth & Job Creation Programmatic Development Policy Financing The program development objective is to support Jordan to set foundations to: (i) reduce business costs and improve market accessibility, (ii) create more flexible and integrated labor markets and provide better and more efficient social assistance, and (iii) improve fiscal sustainability and take more informed decisions regarding risk. The proposed First Equitable Growth and Job Creation Development Policy Financing is designed to help Jordan lay the foundations for a higher and more sustainable economic growth path, while creating more jobs for Jordanians and non‐Jordanians. The post‐2011 refugee influx has deepened Jordan’s labor abundance, but it did not alter the structural pattern of job creation Currently, job growth is concentrated in low productivity sectors with localized markets and limited attractiveness to efficiency‐seeking investment. Going forward, Jordan is seeking to build resilience into its economy by raising productivity, expanding domestic markets through improved access to finance and stronger institutions for managing risk, and opening new external markets. Jordan's previously successful formula for coping with geopolitical challenges has run into new trends of lower grants, remittances, and investment flows. While the new government will have the benefit of a fresh start on building consensus for reforms, it faces heightened uncertainty over the summer, necessitating accelerated international support. Although Jordan’s adaptability in hosting refugees is intrinsic to its history, the economic context for the latest influx has posed particular challenges. Recent poverty data are not available, but earlier declines in poverty are likely to have halted or even reversed for Jordanians. Jordan's response to the country’s productivity, jobs, and conflict spillover challenges is to seek international support for the fiscal costs of the spillovers, while using that support to catalyze reforms capable of generating productive jobs in a labor‐abundant economy. The Government of Jordan (GoJ) is putting together a five‐year priority reform program for equitable growth and job creation whose objective is to set the foundations for higher growth. The program responds to the challenges of prioritizing and implementing reforms that Jordan has included in its strategic documents in the past. Jordan's Vision 2025 was developed in 2014 and has been under implementation since then. The Vision promotes a balanced approach to development and sets out goals for improving social outcomes, the business environment and the functions of government. The Vision incudes about 400 initiatives, with specific actions for each area defined. In 2017, Jordan developed the Jordan Economic Growth Plan (JEGP) 2018‐2022.The first pillar of the programmatic DPF series will support a better operating environment for the private sector in terms of costs, regulatory complexity, and predictability. The second pillar will support increased economic opportunities and flexibility in the labor market and expansion of the safety net. The third pillar of the programmatic DPF series will support the Government’s fiscal consolidation efforts by focusing on efficiency in public investment, ensuring maximum opportunities for private investment in traditional public investment areas through the adoption of a Maximizing Finance for Development approach, and updating the approach to managing debt and contingent liabilities. The pillars supported by this DPF series reinforce each other as part of a comprehensive approach to tackle the nexus of a complex legal and regulatory framework, discretionary implementation, lack of access to formal sector markets, and a narrow tax base due to widespread informality.",0.0014910529,0.070331275
P171587,2020,0.18,0.17,0.02,"First Financial and Digital Inclusion Development Policy Financing The overarching Development Objective of the proposed DPF series is to improve financial inclusion, digital entrepreneurship and access to digital infrastructure and services for individuals and businesses and strengthen resilience of households and firms. The development objective of First Financial and Digital Inclusion Development Policy Financing (DPF) for Morocco is to improve financial inclusion, digital entrepreneurship and access to digital infrastructure and services for individuals and businesses and strengthen resilience of households and firms. Financial inclusion has emerged in recent years as a significant policy priority to promote social and economic inclusion and job creation opportunities for households and MSMEs; this has become more relevant in the context of Coronavirus (COVID-19) pandemic. This DPF series is well-aligned with the existing government program and will support the authorities to respond to the COVID-19 pandemic and plan for recovery. The DPF series supports the government initiatives to digitalize its payments, in particular the Tayssir program which is critical for continuing public services delivery and improving resilience of households. The program supports the Government of Morocco (GOM) efforts to accelerate the development of an accessible, good quality and affordable digital broadband service over the Moroccan territory that have further gained importance with the Coronavirus (COVID-19) pandemic. The program contributes to the realization of the GOM vision of a key role for young enterprises, including innovative and digitally enabled that are critical for economic recovery after the Coronavirus (COVID-19) pandemic and a more inclusive economy in Morocco. Finally, the program supports the participation of small businesses to government procurement and the mandatory use of electronic government procurement (e-GP) that are critical for economic resilience and recovery in the wake of Coronavirus (COVID-19) pandemic.",0.009656325,0.037352834
P165542,2020,0.01,0.0,0.0,"Strengthening Institutions for Refugee Administration Project The Project Development Objective is to improve organizational and institutional capacity for managing refugees and host communities in Pakistan. The development objective of the Strengthening Institutions for Refugee Administration Project for Pakistan is to improve organizational and institutional capacity for managing refugees and host communities in Pakistan. The project comprises of two components. The first component, implementing organizational and institutional reforms for management of refugees and host communities will carry out a program of activities designed to strengthen institutional and organizational structures for management of refugees and host communities, including strengthening information management and improving performance of selected departments. The second component, technical assistance for improved management of refugees and host communities will support specific inputs required to achieve the results in the implementation of the government policy supported by this project. It consists of following sub-components: (i) strengthening the institutional and organizational capacity of Chief Commissionerate for Afghan Refugees (CCAR) and Commissionerate for Afghan Refugees (CARs); (ii) improving implementation of the refugee management and repatriation policy; (iii) supporting government stakeholder engagement on initiatives related to refugees and host communities including protection of personal data of refugees and host communities; (iv) supporting CARs in strategic communication with, and engagement of, refugee hosting communities; (v) supporting establishment of baseline and regular data on selected indicators; and (vi) supporting CCAR in the implementation and overall management of the project.",0.093169175,-0.053723153
P157891,2017,0.08,0.08,0.0,"Multi-Sectoral Crisis Recovery Project for North Eastern Nigeria To improve access to basic services and  livelihood opportunities for the crisis-affected communities of Adamawa, Borno, and Yobe States, and enhance coordination among these States and other Lake Chad countries The objectives of the Multi-Sectoral Crisis Recovery Project are to: (a) support the Government of Nigeria towards rehabilitating and improving critical service delivery infrastructure, improve the livelihood opportunities of conflict and displacement-affected communities, and strengthen social cohesion in the North East Participating States of Borno, Yobe and Adamawa; and (b) in the event of an eligible Crisis or Emergency, to provide immediate and effective response to said Eligible crisis or emergency. There are four components to the project, the first component being strengthening peace building, stability, and social cohesion. The focus is on: transitional support toward stabilization and self-reliance by increasing and improving the access to basic necessity kits, and restoring immediate access to productive assets by providing agricultural inputs and livestock for farming families and trading commodities for non-farmers. The second component is the infrastructure rehabilitation and service delivery restoration and improvement. This component will include the rehabilitation of critical physical infrastructure and the sustainable restoration of service delivery. The third component is the technical assistance and program management support. This component will include TA for: (a) strengthening the institutional capacity for the coordination of the programmatic recovery program, in line with the Buhari Plan and the RPBA and (b) strengthening the MCRP implementation capacity. Support for overall programmatic and policy coordination at the federal, interstate, and intrastate levels will include the provision of TA for the development of implementation and performance management frameworks for programmatic recovery. Finally, the fourth component is the contingent emergency response. This component will have no funding allocation initially and will draw resources from the unallocated expenditure category in the case of activation. If an Immediate Response Mechanism (IRM) is established, this component will serve as an IRM CERC to allow the reallocation of uncommitted funds from the project portfolio to the IRM Designated Account (DA) to address emergency response and recovery costs, if approved by the World Bank.",0.2423644,0.017229145
P165557,2020,0.0,0.0,0.0,"Ghana Accountability for Learning Outcomes Project To improve the quality of education in basic education schools and strengthen education sector equity and accountability in Ghana. The purpose of the Ghana Accountability for Learning Outcomes Project is to improve the quality of education in low performing basic education schools and strengthen education sector equity and accountability in Ghana. This project has four components. Component (1): Strengthen teaching and learning through support and resources for teachers. Sub-component (1.1): Teacher capacity building and innovative delivery of in-service training. Sub-component (1.2): School-based support and instructional leadership. Sub-component (1.3): Provision of teaching and learning materials (TLMs). Component (2): Strengthen school support, management and resourcing. Sub-component (2.1): Learning grants to support activities focused on learning. Sub-component (2.2): Strengthening district education management capacity. Sub-component (2.3): Strengthening SMCs for enhanced citizen engagement. Component (3): Strengthen accountability systems for learning. Sub-component (3.1): Development and implementation of an accountability for learning framework. Sub-component (3.2): Development and implementation of a national assessment strategy. Sub-component (3.3): Policy reforms for efficient education sector human resource management, administrative and leadership practices. Component (4): Technical assistance, institutional strengthening, monitoring, and research. Sub-component (4.1): Technical assistance for capacity building and institutional strengthening. Sub-component (4.2): Monitoring and evaluation, management and operational costs.",0.040349882,0.03948764
P177407,2024,0.99,0.77,0.22,"RESILAND CA+ Program: Kyrgyz Republic Resilient Landscape Restoration Project The objectives of the project are: (i) to increase the area under sustainable landscape management in Selected Locations in the Kyrgyz Republic; and (ii) to promote Kyrgyz Republic’s collaboration with other Central Asian countries on transboundary landscape restoration. The development objectives of the Resiland CA+ Program : Kyrgyz Republic Resilient Landscape Restoration Project for Kyrgyz Republic are: (i) to increase the area under sustainable landscape management in selected locations in the Kyrgyz Republic; and (ii) to promote Kyrgyz Republic’s collaboration with other Central Asian countries on transboundary landscape restoration. The project comprises of three components. The first component, strengthening institutions and regional collaboration has a national and regional focus, financing activities that enhance government capacity for forecasting, monitoring, and preparedness for reducing and mitigating impacts of natural and climate-induced disasters, thereby enhancing resilience of landscapes and their restoration and activities that improve regional awareness, capacity, and cooperation on transboundary resilience of landscapes. It consists of following sub-components: (i) strengthening institutions and climate-induced hazard monitoring capacity; (ii) information and communication technology (ICT) for disaster risk management in degraded landscapes; and (iii) strengthening regional collaboration. The second component, enhancing resilient landscapes and livelihoods will finance upstream and downstream nature-based, grey, green, and hybrid solutions for reducing the impact of mudflows on communities, landscapes, and infrastructure in the targeted transboundary areas. It consists of following sub-components: (i) landscape restoration through climate-resilient green solutions; and (ii) landscape restoration through climate-resilient nature-based and grey solutions. The third component, project management and coordination will finance the incremental operating costs and other eligible expenses associated with project implementation.",0.5667074,0.41830242
P157987,2018,0.0,0.0,0.0,"National Strategy for Development of Statistics Implementation Support The Project aims to improve the capacity of the Bangladesh Bureau of Statistics (BBS) to produce quality core statistics and make them accessible in a timely manner to policy makers and the public. The National Strategy for Development of Statistics Implementation Support Project aims to improve the capacity of the Bangladesh Bureau of Statistics (BBS) to produce quality core statistics and make them accessible in a timely manner to policy makers and the public. There are five components to the project, the first component being improving the coordination and management of statistical activities. Enhanced coordination (subcomponent A.1) will help reduce redundancies and ensure that data collected by other agencies are in line with international standards. The activities under subcomponent A.2 aim to ensure sustainable improvements in the management functions of the BBS. The Finance, Administration, and Management Information System Wing of the BBS will take the lead for Component A and coordinate with the other Wings as necessary. The second component is the developing human resources and ICT infrastructure to produce and manage data. The project will strengthen the role of the Statistical Staff Training Institute of the BBS and develop a training policy to deliver systematic, rather than ad hoc, training for BBS staff (subcomponent B.1). As highlighted in the NSDS, improvements in ICT (subcomponent B.2) are central to strengthen the functioning of local offices, improve quality in data collection, and for data sharing efforts through the website. The third component is the improving the coverage and quality of core statistics required for policy making. This component aims to improve the design, implementation, and information generated by high priority, core statistical operations identified in the NSDS. The core statistical operations that are expected to be improved include national accounts, price statistics, labor and industry statistics, social statistics, and agricultural statistics. The fourth component is the promoting and strengthening access to and the use of official statistics. It is important, to make users aware of statistics, both in terms of what is available and its use. To enable this, it is critical to produce statistics of good quality, release them on time, and with proper explanations of methods and procedures ‐ metadata. Such activities will be supported by this component. The Computer Wing of the BBS will take the lead for Component D and coordinate with the other Wings as necessary. Finally, the fifth component is the project management.",-0.0145058865,0.0044017625
P167328,2020,0.22,0.18,0.04,"Water and Sanitation Sectoral Project To increase access to improved water and sanitation services in selected rural areas and small towns, and to strengthen the  performance of sector institutions. The development objective of the Water and Sanitation Sectoral Project for Mauritania is to increase access to improved water and sanitation services in selected rural areas and small towns, and to strengthen the performance of sector institutions. The project comprises of four components. The first component is improvement of access to drinking water and sanitation in Gorgol, Guidimakha, and Assaba. It consists of following sub-components: (i) improving access to improved water supply; and (ii) improving access to shared sanitation in institutions and public places. The second component is improving sustainable access to safe water and sanitation for refugees and host communities in Hodh Echargui and Hodh El Gharbi. It consists of following sub-components: (i) improvement of access to safe and reliable water; and (ii) improvement of access to sanitation in Camp M’Bera. The third component is institutional support, capacity building, and project management. It consists of following sub-components: (i) institutional support and capacity building to Ministry of Water and Sanitation (MHA) and sector institutions; and (ii) project management. The fourth component, contingency emergency response component will draw uncommitted resources from other expenditure categories and or allow Government of Mauritania (GoM) to request the World Bank to re‐categorize and reallocate financing from other project components to cover emergency response and recovery costs.",0.19475846,0.12818171
P173529,2022,0.25,0.08,0.17,"Burkina Faso Third Fiscal Management, Sustainable Growth, and Service Delivery Development Policy Financing The Program Development Objective (PDO) is to support the Government's efforts to: (i) strengthen fiscal management; (ii) improve natural resources management and livestock productivity; and (iii) enhance service delivery and social spending efficiency.
 The development objectives of the Third Fiscal Management, Sustainable Growth, and Service Delivery Development Policy Financing in Burkina Faso support the Government's efforts to: (i) strengthen fiscal management; (ii) improve natural resources management and livestock productivity; and (iii) enhance service delivery and social spending efficiency.  Pillar 1, strengthening fiscal management, has the following results indicators: (1) number of business and individual taxpayers registered in the government’s taxpayer database; (2) property taxes collected by general government (as a share of GDP); (3) proportion of public investment projects included in the budget that have at least one feasibility study validated by the national committee for validation of feasibility studies and project documents; and (4) annual nominal wage bill growth rate. Pillar 2, improving natural resource management and livestock productivity has the following results Indicators: (1) registered exports of artisanal gold mines (in cumulative tons); (2) hectares of delimited classified forested areas excluded from the mining cadaster to avoid conversion to another land use (3) reduction of greenhouse gas emissions related to registration of classified forests (tons of CO2 equivalent); (4) number of artisanal mining sites formalized through the granting of a management convention by ANEEMAS and adopting natural capital preservation standards; (5) number of small ruminant herd vaccinated against the sheep and goat plague (PPR); and (6) share of women-owned small ruminants vaccinated against PPR.  Pillar 3, enhancing service delivery and social spending efficiency has the following results indicators: (1) share of civil servants outside the capital region (Centre);  (2) proportion of rural primary health care facilities that meet minimum workload indicators of staffing need standards; (3) proportion of health facilities that experience shortages of listed essential medications (tracer medicines) per year; (4) total number of households included in the social registry; and (5) share of female-headed households included in the social registry.",0.014574984,0.0715513
P181564,2024,0.25,0.05,0.2,"Sri Lanka: Primary Healthcare System Enhancing Project (PHSEP) To improve access and quality of primary health care services across all districts of Sri Lanka. The objective of the Primary Healthcare System Enhancing Project is to improve access and quality of primary health care services across all districts of Sri Lanka. There are five components to the project, the first component being increase availability of comprehensive PHC services at PMCIs and Medical Officer of Health offices. This component includes three subcomponents: ensuring availability of essential inputs at PMCIs and MOH offices, sustaining and strengthening primary health workforce at PMCIs, and expanding the PMCI service package to include additional services. The second component is the strengthen the quality of clinical and person-centered care at PMCIs. This component includes three subcomponents: building capacity for human resources for health, scaling up integrated care platforms, and strengthening governance systems for quality assurance. The third component is the strengthen health promotion, community empowerment and citizen engagement. This component includes two subcomponents: managing health promotion and NCD risk factors and strengthening citizen engagement for preventive and curative care. The fourth component is the project management and monitoring and evaluation. This component includes two subcomponents: project management, monitoring and evaluation, and strengthening project monitoring and management capacity at Ministry Level. Finally, the fifth component is the contingent emergency response component.",0.005752012,0.014467429
P178654,2023,0.16,0.1,0.06,"Building Skills for Human Capital Development in South Sudan The Project's Development Objective is to increase skills development opportunities in teaching and digital agriculture and strengthen capacity for management of the education system. The development objective of the Building Skills for Human Capital Development in South Sudan Project is to increase skills development opportunities in teaching and digital agriculture and strengthen capacity for management of the education system. The project comprises of five components. The first component, teaching skills to strengthen education delivery will build the foundations for a scalable and effective teacher professional development system tailored to the context of South Sudan. It consists of following sub-components: (i) strengthen pre-service teacher training and in-service teacher professional development; (ii) teacher professional development for refugee and host community teachers; (iii) accelerated secondary education; and (iv) evaluation of teacher professional development program. The second component, digital skills for agriculture will support the development and implementation of an innovative digital agriculture skills program. It consists of following sub-components: (i) establishment of a digital agriculture skills program; and (ii) establishment of a digital agriculture skills program. The third component, inclusion of refugee and host communities will support the re-operationalization of schools in refugee hosting areas in Ruweng Administrative Area, Upper Nile State, Western Equatoria, and Central Equatoria. It consists of following sub-components: (i) refurbishment and equipment of school facilities; (ii) schools grants for operational expenditures; (iii) strengthening school management; and (iv) recruitment of qualified teachers. The fourth component, system building will provide support to the government to operationalize and strengthen fundamental elements of a functional education system. It consists of following sub-components: (i) strengthening system governance and accountability; (ii) strengthening data for education system management; and (iii) project management. The fifth component, contingency emergency response component is included in the project given the political, social, and economic uncertainties the country is facing, and the possibility of natural disasters that may affect the delivery of basic services.",0.11892965,-0.011267112
