iati_identifier,text,Climate change,Climate mitigation,Climate adaptation
44000-P105164,"Second Student Loan Support Project, APL Phase I The development objectives of the proposed program are to (a) improve coverage by increasing the enrollment and graduation rates of students in tertiary education; (b) improve equity by increasing enrollment and graduation rates of tertiary education students from economically disadvantaged backgrounds; and (c) increase and diversify the sources of alternative funding available to ICETEX in order to increase ICETEX's sustainability.",0.0,0.0,0.0
44000-P096965,"La Guajira Water & Sanitation Infrastructure and Service Management Project The Project Development Objective (PDO) is ""to improve the quality of water supply and sanitation services in urban, peri-urban, and rural areas of the Borrower's territory by: (a) supporting utility institutional performance through the use of ""specialized operators""; and (b) delivering the necessary water and sanitation infrastructure.”",0.0,0.0,0.0
44000-P130972,"Productive and Sustainable Cities Development Policy Loan The objective of the program is to support the strengthening of the Government of Colombia's policy framework on productive and sustainable cities. Specifically, the program will support policy and regulatory reforms that aim to: (a) improve access to basic waterand sanitation and urban transport, and mitigate vulnerability to natural disasters for the urban poor; (b) promote the provision of affordable and safe low-income housing solutions; (c) strengthen the ability of subnational entities to coordinate and finance thestructuring and implementation of regional and metropolitan development initiatives; and (d) improve the productivity of the systemof cities through improved connectivity within the network of cities and between cities and ports to external markets.",0.0,0.0,0.0
44000-P170728,"Colombia Institutional Strengthening for Territorial Development DPF The objective of this operation is to support policies to: (i) strengthen institutions for regional planning, resource allocation, coordination and investment prioritization, and (ii) enhance the efficiency of land management in rural and urban areas.",0.23,0.09,0.13
44000-P051306,"Peace and Development Project (1st Phase APL) This additional financing remains with the same objectives as the original project: to assist vulnerable, low-income and displaced populations in rural and urban communities in the conflict affected region in order to reduce the risk of their exposure to conflict and mitigate the negative impact of possible derived effects.",0.0,0.0,0.0
44000-P145605,"CO: Enhancing Fiscal Capacity to Promote Shared Prosperity DPL To support the Government of Colombia in improving fiscal, territorial, and gender equity through specific actions in targeted policy areas, while enhancing access to information and accountability in public spending.",0.0,0.0,0.0
44000-P158520,Colombia Territorial Development Development Policy Loan Project Development Objective Support the efforts of the Government of Colombia to: (i) Strengthen institutions for land managementand territorial planning; and (ii) Improve subnational financial management and investment prioritization. Board Schedule Comments,0.0,0.0,0.0
44000-P176788,"EQUITABLE AND GREEN RECOVERY  DEVELOPMENT POLICY FINANCING The development objective of the proposed operation is to support measures that (i) reduce income inequalities (including gender-related) and build resilience, (ii) promote economy-wide decarbonization and climate adaptation, and (iii) mitigate climate change by protecting biodiversity and reducing deforestation.",0.72,0.62,0.11
44000-P149609,"CO First Programmatic Sustained Growth and Income Convergence DPL To increase economic growth and productivity, by supporting structural reforms that will foster physical and human capital investment, innovation, and facilitate access to external markets.",0.0,0.0,0.0
44000-P104567,Second Rural Productive Partnerships Project To increase rural competitiveness and build up rural entrepreneurship in poor rural communities in a sustainable manner through demand-driven partnership schemes with the commercial private sector.,0.0,0.0,0.0
44000-P176006,Program for improving learning outcomes and socioemotional education (PROMISE) To improve pedagogical and management practices in the education sector.,0.1,0.04,0.06
44000-P052608,"Antioquia Upper Secondary Education The proposed Project will support the Department of Antioquia's long-term vision to improve the employability of young people a nd increase the competitiveness of the labor force by: (i) increasing equitable access and retention in upper-secondary education, (ii) improving equitable educational achievement in upper-secondary education, and (iii) increasing the proportion of public school secondary-education graduates who continue on to tertiary education.",0.0,0.0,0.0
44000-P165300,"Support to the Bogota Metro Line 1 Section 1 Project - (Series 1) The PDO  of the proposed first Project under the series is to improve readiness and start the implementation of the Bogota Metro Line 1, Section 1 (PLMB).",1.0,1.0,0.0
44000-P074726,"Bogota Urban Services Project The objectives of the Projects are: (i)to improve quality of life of low income families (estratos 1 and 2) by increasing access, coverage, quality, reliability, and inter-agency coordination in the provision of water, sanitation, transport and related basic services; (ii) to improve city's mobility by providing better access to the public transport system, and improving road safety, traffic management and transport planning; and     (iii) to strengthen the institutional and administrative framework for an efficient and sustainable delivery of urban services throughout the city.",0.0,0.0,0.0
44000-P162594,"Multipurpose Cadaster Project The Project Development Objective is to establish the multipurpose cadaster in the selected municipalities to a) strengthen tenure security, and b) provide access to cadaster information.",0.11,0.04,0.06
44000-P085727,"Disaster Vulnerability Reduction Project - APL2 The purpose of this APL2 project is to reduce the vulnerability of the Capital District of Bogota to adverse natural events, by strengthening its capacity to manage disaster risks, and by reducing vulnerability in key sectors.",0.0,0.0,0.0
44000-P101279,Solid Waste Management Program Project The objective of the Project is to support the implementation of the solid waste management component of the Borrower's Program which aims at improving the quality and coverage of integrated solid waste management services in the territory of the Borrower.,0.0,0.0,0.0
44000-P082520,"CO Sustainable Development Inv Project The objective of the Sustainable Development Investment Project is to support the design and implementation of policy reforms and related investments in line with the Sustainable Development DPL Program framework, particularly those policies and plans that address environmental problems affecting the quality of life and wellbeing of the Colombian population.  In particular, the project will support (i) the incorporation of environmental considerations in the policies of the sectors that result in a high cost of environmental degradation (e.g., health, transport, and water); (ii) the implementation of policy measures for integrated water resource management; (iii) the optimization of urban development policy instruments to improve urban quality of life; and (iv) the strengthening of the planning, monitoring, and oversight of national, regional and local environmental management and policies.  By supporting these objectives, the project is expected to help alleviate the effects of environmental degradation on the most vulnerable segments of the population, particularly children who are typically the most affected by this degradation, through improvements in public health and quality of life.  These improvements will be supported through reductions in air and water pollution, as well as through improved hygiene and urban environmental management.",0.0,0.0,0.0
44000-P145782,"ACCESS WITH QUALITY TO HIGHER EDUCATION PROJECT-ACCES II -SOP PHASE 2 The objective of the Project is to increase student enrollment, graduation and equity in higher education, by: (a) increasing the number of ACCES Student Loans and the ACCES Program's focus on students from disadvantaged socioeconomic backgrounds and in quality higher education institutions and programs; and (b) enhancing ICETEX's institutional capacity.",0.0,0.0,0.0
44000-P180534,Program for Improved Access to Effective Health Services for the Vulnerable and Enhanced Health System Resilience,0.0,0.0,0.0
44000-P082429,Disaster Vulnerability Reduction First Phase APL The project?s development objective is to strengthen national and local disaster risk management capacity.,0.0,0.0,0.0
44000-P158739,Colombia Fiscal and Growth DPL 1 Project Development Objective (Note: will be disclosed in the MOS)The new series of World Bank Development Policy Loans (DPLs) to Colombia would support: (1) fiscal reforms to gradually narrow the fiscal deficit while creating the fiscal space to pay the costs of the peace process and maintain spending on key investments that would support medium-term growth; and (2) competitiveness reforms to support productivity growth and economic diversification.Board Schedule Comments,0.05,0.05,0.0
44000-P176650,"Third Disaster Risk Management Development Policy Loan with a Cat DDO To strengthen the Government of Colombia's program to manage risk resulting from adverse natural events, including disease outbreaks",0.79,0.18,0.61
44000-P082466,"CO Integrated Mass Transit Systems The development objective of the Project are to: (i) develop quality and sustainable BRTSs in selected medium and large cities to improve mobility along the most strategic mass transit corridors; (ii) improve accessibility for the poor through feeder services and fare integration; (iii) build greater institutional capacity at the national level in order to formulate integrated urban transport policies, and at the local level in order to improve urban transport planning and traffic management.",0.0,0.0,0.0
44000-P175801,Competitiveness and Recovery - Development Policy Loan The development objective of the program supported by the proposed  operation is to encourage a high-productivity and sustainable recovery from the COVID-19 crisis by (i) improving regulation for private sector-led recovery; (ii) promoting innovation and digital finance; and (iii) fostering entrepreneurship and internationalization.,0.13,0.09,0.04
44000-P110671,CO-National Macroproyectos Social Interest Program Project The Project development objective is to enable access to affordable housing solutions for low-income beneficiaries.,0.0,0.0,0.0
44000-P117947,"Support to the National Urban Transit Program Project The Project Development Objective is to enhance the efficiency, affordability, quality, safety, and environmental sustainability ofthe provision of public transit services in the participating cities.",1.0,1.0,0.0
44000-P111479,"CO Rio Bogota Environmental Recuperation and Flood Control Project The objective of the Project is to assist the Borrower to transform the Rio Bogotá river into an environmental asset for the BogotáDistrito Capital metropolitan region by improving water quality, reducing flood risks, and creating multi-functional areas along the river.",0.0,0.0,0.0
44000-P099139,"Strengthening Public Information, Monitoring, Evaluation for Results Management in Colombia The objective of the Project is to assist the Borrower in strengthening its monitoring and evaluation system to ensure the availability and production of quality of information pertinent to improving the Borrower's: (i) program and policy design by CONPES and government entities; (ii) social accountability by the Office of the President; (iii) investment planning by DNP; and (iv) monitoring and evaluation capabilities, at the local and regional levels.",0.0,0.0,0.0
44000-P168862,Sava and Drina Rivers Corridors Integrated Development Program The Objective of the Project (Phase I of the Program) is to improve flood protection and enhance transboundary water cooperation in the Sava and Drina Rivers Corridors.,0.86,0.03,0.83
44000-P162043,"Western Balkans Trade and Transport Facilitation The Proposed Development Objective is to reduce the trade costs and increase transport efficiency in Albania, North Macedonia, and Serbia",0.17,0.04,0.13
44000-P110910,"South East Europe and Caucasus Catastrophe Risk Insurance Facility (Serbia and Macedonia) The Program and Project Development Objective is to help increase access of homeowners, farmers, the enterprise sector, and government agencies to financial protection from losses caused by climate change and geological hazards.",1.0,0.2,1.0
44000-P173620,Western Balkans Trade and Transport Facilitation Phase 2 The Proposed Development Objective is to reduce trade costs and increase transport efficiency in Montenegro,0.17,0.16,0.01
44000-P155133,"Tonga First Inclusive Growth Development Policy Operation The objective of this programmatic series is to support an improved framework for inclusive growth by strengthening fiscal and public sector management, creating a more stable and conducive regulatory framework for business and ensuring a minimum level of protections, particularly for vulnerable groups. The policy areas under consideration for the proposed operation include: i) Tax policy and risk-based compliance reforms to support progressive revenue mobilization ; ii) a strategic medium-term debt management framework and fiscal anchoring system; iii) implementation of a new public sector remuneration framework to ensure adequate pay and fiscal sustainability; iv) procurement and or financial management system reform; v) regulatory reform in telecoms and utilities to support competitive practices and pricing; vi) reform to support foreign investment; vii) launch of a new program of Public Enterprise reform.",0.0,0.0,0.0
44000-P154943,Tonga Digital Government Support Project The objective of the Project is to improve the Recipient's capacity for digital public service delivery.,0.06,0.0,0.06
44000-P128939,Pacific Aviation Investment - Tonga The project development objective is to improve operational safety and oversight of international air transport infrastructure.,0.19,0.19,0.0
44000-P096931,"Tonga Transport Sector Consolidation Project The objective of the Project is to assist the Recipient to develop its transport sector to have: (i) stronger policy, planning and regulatory institutions and framework; (ii) improved safety and security facilities and compliance with international safety and security standards; and (iii) greater domestic capacity for road rehabilitation and maintenance.",0.0,0.0,0.0
44000-P113184,"Pacific Regional Connectivity Program The objective of the Pacific Regional Connectivity Program is to reduce the cost and increase the availability of international bandwidth for participating countries, and thereby facilitate the development of a wide range of ICT applications to support social andeconomic development in the Pacific region. 
 
 Phase 1. Tonga-Fiji Connectivity Project:  The objective of the proposed Project isto improve the enabling environment for telecommunications and ICT in Tonga, including greater competition and increased access to infrastructure and services by reducing the costs of international connectivity and strengthening the telecommunications regulatory framework.  Access to the capacity on this new infrastructure will be available on an open-access basis. Expected sector-specific outcomes are:  (a) increased international connectivity; (b) improved enabling environment; and (c) increased access to ICT services.",0.0,0.0,0.0
44000-P171377,"Statistical Innovation and Capacity Building in Tonga To improve the quality and efficiency of welfare data collection, and accessibility to comparable welfare data in Tonga.",0.06,0.01,0.05
44000-P174434,"Tonga Safe and Resilient Schools Project To: (i) enhance the safety and resilience of selected education facilities; (ii) improve the quality of data-driven education management, curricula and assessments in the selected educational programs; and (iii) in case of an Eligible Crisis or Emergency, respond promptly and effectively to it.",0.27,0.0,0.27
44000-P164941,Tonga: Pathway to Sustainable Oceans To improve management of selected fisheries and aquaculture in the Recipient's territory.,0.11,0.0,0.11
44000-P161541,Skills and Employment for Tongans The Project Development Objective is to improve opportunities for secondary school progression and facilitate the transition to jobs in the domestic and overseas labor markets for Tongans.,0.0,0.0,0.0
44000-P179813,"Tonga First Fiscal, Disaster, and Climate Resilience Development Policy Operation with a Catastrophe Deferred Drawdown Option",0.0,0.0,0.0
44000-P144601,First Economic Reform Support Operation To improve the mobilization and use of public resources while addressing constraints to private sector development.,0.0,0.0,0.0
44000-P174683,"Tonga: Supporting Recovery after Dual Shocks Development Policy Operation The program development objective is to: (1) assist firms to maintain business continuity, protect livelihoods and support vulnerable households to maintain their investment in human capital; and (2) lay the foundations for a sustainable economic recovery.",0.21,0.0,0.21
44000-P176208,"Tonga Climate Resilient Transport Project II To improve the climate resilience and safety of the Recipient's transport sector, and in case of an Eligible Crisis or Emergency, respond promptly and effectively to it.",0.84,0.01,0.83
44000-P120595,"Tonga Post Tsunami Reconstruction The Project Development Objective is to assist the Government of Tonga to implement its Niuatoputapu Priority Tsunami Recovery Program aimed at recovering the living standards of the population living in the island affected by the tsunami of September 30, 2009, through the reconstruction of residential houses with auxiliary infrastructure facilities in Niuatoputapu, and strengthening Tonga's capacity to address future natural disasters.",0.92,0.0,0.92
44000-P161539,"Tonga Climate Resilient Transport Project Improve the climate resilience of the Recipient's transport sector, and in the event of an Eligible Crisis or Emergency, to providean immediate response to the Eligible Crisis or Emergency.",0.86,0.01,0.85
44000-P154840,"Pacific Resilience Program The objective of the Project is to strengthen early warning, resilient investments and financial protection of Tonga.",1.0,0.0,1.0
44000-P150113,Tonga Cyclone Ian Reconstruction and Climate Resilience Project The objectives of the Project are to: (a) strengthen the climate resilience of housing and selected community facilities for the affected population of Haâapai; and (b) strengthen the Recipientâs preparedness to recover from future natural disasters.,0.63,0.0,0.63
44000-P151157,BiH Floods Emergency Recovery Project The Project Development Objective (PDO) is to meet critical needs and restore functionality of infrastructure essential for public services and economic recovery in floods affected areas.,0.9,0.0,0.9
44000-P171150,Health Systems Improvement Project The Project Development Objective is to contribute to improvement in the quality of care and in the financial sustainability of thehealth care systems in Republika Srpska and the Federation of Bosnia and Herzegovina.,0.02,0.0,0.02
44000-P171266,Agriculture Resilience and Competitiveness Project The Project Development Objective is to increase climate resilience and competitiveness of the agriculture sector.,0.41,0.06,0.35
44000-P152347,"Bosnia and Herzegovina Employment Support Program The project development objective is to increase formal private sector employment among targeted groups of registered job seekers. The project will achieve this by financing a menu of active labor market programs, supporting strengthening of job intermediation, and by modernizing monitoring and evaluation practices of the public employment services.",0.0,0.0,0.0
44000-P158387,"Banking Sector Strengthening Project The Project Development Objective (PDO) is to improve the soundness of the banking sector by enhancing bank regulation, supervision and resolution capacity and by enhancing the development finance framework for Covid-19 affected enterprises.",0.0,0.0,0.0
44000-P152406,"Federation Road Sector Modernization Project The Program Development Objective of the Transport Sector Modernization Program (TSMP) is to upgrade transport infrastructure alongpriority transport links and to strengthen capacity for sustainable transport asset management.

The Project Development Objectivesof the First Phase of the TSMP (the Federation Road Sector Modernization Project) are to improve road connectivity and safety for road users along project roads and to strengthen capacity for sustainable management of the main road network in the Federation of Bosnia and Herzegovina.",0.93,0.0,0.93
44000-P116774,"Social Safety Nets & Employment Support Project The Project development objective is to build the Borrower's capacity to institute a transparent, effective and efficient social safety net system through improved effectiveness of non-insurance cash transfers in reaching the eligible poor and disabled; improved efficiency, transparency, and accountability of benefits administration; support of job brokerage services for those who become ineligible to receive cash transfers and are actively seeking employment.",0.0,0.0,0.0
44000-P146740,"BiH DPL To improve BH&amp;#39;s business environment through facilitating business start-up, streamlining investment procedures in inspections and construction, and simplifying processes of cross-border trading.",0.0,0.0,0.0
44000-P128950,REAL ESTATE REGISTRATION PROJECT The project development objective is to support development of a sustainable real estate registration system with harmonized land registry and cadastre records in urban areas of both the Federation of Bosnia and Herzegovina and the Republika Srpska.,0.0,0.0,0.0
44000-P107998,"Second Solid Waste Management The overall project development objective is to improve the availability, quality, environmental soundness, and financial viability of solid waste management services in participating utilities/regions.",0.0,0.0,0.0
44000-P176040,Air Quality Improvement Project The Project Development Objectives (PDOs) are to strengthen air quality monitoring and management and reduce air pollutant emissions from the residential heating and transport sectors in the Federation of Bosnia and Herzegovina.,0.86,0.86,0.0
44000-P168943,"BiH Water and Sanitation Services Modernization Project The Project development objective is to support Bosnia and Herzegovina to (i) strengthen the institutional capacity  at the Republika Srpska (RS), Federation of Bosnia and Herzegovina (FBiH),  and local level for improved WSS service delivery, (ii) improve accessto safely managed WSS services, and (iii) improve the efficiency of WSS service providers in participating local governments.",0.5,0.0,0.5
44000-P088663,Health Sector Enhancement Project The objectives of the Project are to (i) expand and enhance the family medicine model of primary health care; (ii) build managementcapacity in the sector; and (iii) strengthen the policy making process through the development and implementation of a system for monitoring and evaluating sector performance.,0.0,0.0,0.0
44000-P101213,Agriculture and Rural Development Project The Project Development Objective is to assist BiH to strengthen the capacity of its State-level and Entity-level institutions to deliver more efficient and effective agricultural services and support programs as well as to make a substantial contribution to an acceleration of BiH's eligibility to access support under the European Union Instrument for Pre-Accession Assistance for Rural Development (IPARD).,0.0,0.0,0.0
44000-P161122,"Republika Srpska Railways Restructuring Project The Overall Development Objective of the Transport Sector Modernization Program (TSMP) is to improve transport connectivity of the country along priority transport links and to support improvements in transport operations and asset management practices. The Program is multi-phased with a First Phase including road sections in the Federation of Bosnia and Hezegovina, and the Second Phase including railways in the Republika Srpska.

The Development Objective of the Second Phase of the TSMP is to improve the operational efficiency and financial sustainability of the railways in Republika Srpska.",1.0,1.0,0.0
44000-P174604,"BiH Firm Recovery and Support Project The Project Development Objective is to support the recovery of micro, small and medium enterprises (MSMEs) affected by COVID-19 through improved access to long term financing and to refocus government programs to support MSMEs resilience in the aftermath of COVID-19.",0.01,0.0,0.01
44000-P176895,Second Employment Support Project The project development objective is to increase formal private sector employment among targeted groups of registered jobseekers.,0.0,0.0,0.0
44000-P111780,Enhancing SME Access to Finance The project development objective is to enhance access to finance for small and medium enterprises in Bosnia and Herzegovina in the context of the global financial crisis.,0.0,0.0,0.0
44000-P143844,DRINA FLOOD PROTECTION PROJECT The Project's objective is to provide increased protection from flood events to agricultural and commercial interests and communities in the project areas.,1.0,0.0,1.0
44000-P149768,"Bosnia and Herzegovina: Public Finances DPL The Program Development Objectives of the Development Policy Loan (DPL) are to support policy and institutional  efforts of Bosnia-Herzegovina (BiH) authorities to: 
i.	Strengthen the medium-term management of public assets and liabilities for improved transparency of public finances; and 
ii.	Enhance regulatory frameworks to lower medium-term fiscal pressures related to public employment, insolvency, and pharmaceuticals.",0.0,0.0,0.0
44000-P115954,Irrigation Development Project The Project Development Objective is to improve the performance of the irrigation systems and the irrigation institutions to support agricultural producers in the project areas.,1.0,0.0,1.0
44000-P090675,"Sarajevo Waste Water Project Improve the living conditions of populations in the areas covered by the Sarajevo Water and Waste Water Company and in downstream riverside communities by: (a) reducing the population's exposure to, and reliance on highly polluted water from the Miljacka and Bosna Rivers; and (b) improving the efficiency of the waste water collection network in the Sarajevo Canton.",0.0,0.0,0.0
44000-P077317,"Guinea Electricity Sector Efficiency Improvement The project seeks to improve the electricity sector's commercial and operational efficiency. These results will be achieved throughcritical investment support and capacity building, impacting the financial viability of the sector and quality of service delivery.",0.2,0.2,0.0
44000-P174063,Guinea COVID-19  Crisis Response Development Policy Financing The Program Development Objectives and pillars of the DPF are to: (i) protect lives and livelihoods in the context of the COVID-19 emergency; and (ii) protect the future by supporting financial inclusion and debt transparency.,0.0,0.0,0.0
44000-P146474,Guinea - Stepping Up Skills Project The objective of this project is to boost the employability and employment outcomes of Guinean youth in targeted skills programs.,0.0,0.0,0.0
44000-P156422,Third Village Community Support Project The objective of the Project is to strengthen the local government financing system and improve local service delivery in rural communes and to provide an immediate and effective response in the event of Eligible Emergency or Crisis,0.0,0.0,0.0
44000-P128443,Guinea - MSME Development Project The Project Development Objective (PDO) is to support the development of MSMEs in various value chains and to improve selected processes of Guinea's investment climate,0.0,0.0,0.0
44000-P164225,Guinea Electricity Access Scale Up Project The project development objective is to increase  access to electricity in selected areas of Guinea,0.09,0.09,0.0
44000-P122916,Mineral Governance Support Project The proposed PDO is to strengthen the capacity and governance systems of key institutions for managing the minerals sector in Guinea.,0.0,0.0,0.0
44000-P156629,"Macroeconomic & Fiscal Management Operation Project Development Objective (Note: will be disclosed in the MOS) the Monthly Operational Summary when applicable) : The development objectives are to support the post Ebola recovery as well as to improve public finances, mining sector transparency, and the financial health of the energy sector.",0.17,0.17,0.0
44000-P065129,"GN-Village Comm Supp Program - Phase 2 Local rural governments (CRDs) are enabled to fulfill their mandate by planning and implementing inclusive local development activities, and improving revenue performance to sustain recurrent costs.",0.0,0.0,0.0
44000-P065126,Health Sector Support Project Improve the coverage and quality of maternal and child health services in targeted districts and targeted health centers in the peri-urban areas of Conakry.,0.0,0.0,0.0
44000-P177095,"Guinea Support to Local Governance Project 2 To improve national and local capacity for (i) efficient and accountable service delivery to communities, (ii) climate-resilient local development, and (iii) inclusive citizen engagement.",0.22,0.0,0.22
44000-P167884,"Guinea Support to Local Governance Project To improve local government capacity in managing their public financial resources in a transparent and participatory manner, and inmitigating local conflicts",0.04,0.03,0.01
44000-P147758,"GN PRIMARY HEALTH SERVICES IMPROVEMENT PROJECT The development objective of the proposed project is to: Improve the utilization of maternal, child health and nutrition services at the primary level of care in target regions.",0.0,0.0,0.0
44000-P166322,"Guinea First Fiscal Management, Competitiveness, and Energy Reform DPF The Program Development Objectives and pillars of the DPF series are: (i) strengthening fiscal management; (ii) enhancing the institutional and regulatory framework to promote competitiveness; and (iii) improving the financial performance of the energy sector.",0.2,0.1,0.1
44000-P091297,Urban III - Phase II The development objectives of UDP 3 phase II are: (a) to improve the provision of infrastructure and services in Conakry and secondary cities; and (b) to improve the fnancial and organizational management of municipalities in support of the decentralization process.,0.0,0.0,0.0
44000-P074288,"Decentralized Rural Electrification Project The project objective is to test institutional, financial and delivery mechanisms to promote better access to electricity in rural and peri-urban areas.",0.2,0.2,0.0
44000-P151794,Emergency Macroeconomic and Fiscal Support Grant Project Development Objective (Note: will be disclosed in the MOS)Board Schedule Comments,0.0,0.0,0.0
44000-P123900,Productive Social Safety Net Project The Project Development Objective (PDO) is to provide income support to vulnerable groups and to lay the foundations of a socialsafety net strategy by testing some of the building blocks necessary for a larger system.,0.0,0.0,0.0
44000-P168613,"Guinea Natural Resources, Mining and Environmental Management Project The Development Objective is to strengthen institutional capacities for integrated management of mineral and natural resources in Guinea and enhanced benefits from the mining and environment sectors.",0.4,0.21,0.19
44000-P050046,"Education for All Project The objective of the Project is to assist the Recipient in its efforts to improve the conditions for teaching and learning in its territory, through: (i) expanded access to education, (ii) enhanced quality of learning, and (iii) strengthened human resource management.",0.0,0.0,0.0
44000-P164326,Guinea Integrated Agricultural Development Project (PDAIG) The project development objective is to increase agricultural productivity and market access for producers and agricultural small and medium enterprises (SMEs) in selected value chains in project areas.,0.37,0.07,0.3
44000-P168777,Emergency Response and Nafa Program Support Project The Project Development Objectives are to: develop the building blocks of a national shock-responsive social protection system and increase access to shock-responsive safety nets for poor and vulnerable households.,0.04,0.0,0.04
44000-P146696,Power Sector Recovery Project The Project Development Objective (PDO) is to improve the technical and commercial performance of the national power utility.,0.0,0.0,0.0
44000-P164184,Guinea Commercial Agriculture Development Project The Program Development Objective (PrDO) is to increase the number of farmers and rural households benefiting from commercial agriculture value-chains in Program's areas.,0.55,0.04,0.51
44000-P065127,"National Rural Infrastructure Project The Development Objective is to develop the rural sector, increasing incomes and improving health and education, by improving physical access to market opportunities and administrative and social service facilities.",0.0,0.0,0.0
44000-P148114,Guinea Agricultural Support Project Project Development Objective (PDO).  The proposed project development objective is to strengthen the capacity of selected sector institutions to support the effective implementation of the Recipient's National Agriculture and Food Security Investment Plan (PNIASA).,0.0,0.0,0.0
44000-P087811,"Reducing Technical Barriers for Entrepreneurship and Trade The overall project development objective is to streamline the compulsory standards requirements for business, develop systems to enhance product quality and safety, and increase enterprise competitiveness in pilot sectors. The key project outcomes will be a decrease in the cost of regulatory compliance for business and, in the longer term, an increase in the share of non-gold trade with WTO partners.",0.0,0.0,0.0
44000-P163711,Tax Administration and Statistical System Modernization Project To improve effectiveness of tax collection and the national statistical system.,0.0,0.0,0.0
44000-P162635,"Enhancing Resilience in Kyrgyzstan Project The Project Development Objectives are to strengthen Recipient's capacity to respond to disasters, provide safer and improved learning environment for children, and reduce adverse financial impacts of natural hazards on the Recipient's budget and population.",0.42,0.16,0.25
44000-P177871,Electricity Sector Modernization and Sustainability Project To improve the financial performance and operational reliability of the electricity sector.,0.76,0.76,0.0
44000-P167428,Kyrgyz Republic Regional Economic Development Project The Project Development Objective is to support the Recipient to enhance regional economic development through targeted interventions in the selected sectors in the Osh region.,0.3,0.1,0.2
44000-P107608,National Road Rehabilitation (Osh-Batken-Isfana) To (i) contribute to the reduction of transport costs and travel time along the Osh-Batken-Isfana road corridor; and (ii) improve road safety planning and road asset management; and (iii) repair and rehabilitate road infrastructure in and around Osh and Jalal-Abad cities thereby creating temporary jobs.,0.0,0.0,0.0
44000-P146970,Third Village Investment Project The Project Development Objectives are (a) to build local capacity for participatory development and (b) improve access to quality community infrastructure services in targeted project areas.,0.0,0.0,0.0
44000-P098949,"Second Village Investment Project The objective of the Project is to assist the Recipient with: (a) improving governance and capacity at the local level; (b) strengthening the provision of, and access to, essential infrastructure services; and (c) supporting private group-owned small scale enterprise development.",0.0,0.0,0.0
44000-P179024,"Strengthening Social Assistance and Labor Market Programs Project The objective of the Project is to support the Kyrgyz Republic in mitigating the impact of the economic crisis on poor households and labor migrants, and strengthening effectiveness and resilience of the social assistance and labor market programs delivery systems, to be better prepared for future shocks.",0.0,0.0,0.0
44000-P049724,Agribusiness & Marketing Project The objective of the Project is to assist the Borrower in increasing and enhancing the business activities of the Beneficiary agribusinesses supporting the Borrower#s economic growth.,0.0,0.0,0.0
44000-P108178,Second Land and Real Estate Registration Project To support markets for land and real estate and the more intensive and effective use of land and real estate.  This will be done through the further development of a reliable and well-functioning system for registration of rights in immovable property.,0.0,0.0,0.0
44000-P174072,"Social Protection Emergency Response and Delivery Systems Project The project objectives are to mitigate the effect of, and contribute to the recovery from, economic impacts of the COVID19 pandemic on the poor and vulnerable, and to strengthen the Recipient's social protection system.",0.01,0.0,0.01
44000-P170542,Learning for the Future Project The project development objective is to enhance school readiness and teacher effectiveness in pre-school through secondary education in targeted communities,0.05,0.01,0.04
44000-P096409,Second On-farm Irrigation Project The project development objective is to improve irrigation service delivery on a sustainable basis that will contribute to increased agricultural productivity among irrigation farmers.  This will be achieved through further development of water users associations (WUAs) and rehabilitation and modernization of irrigation and drainage infrastructure.,0.0,0.0,0.0
44000-P084977,"Health & Social Protection Project The original project development objectives were amended to include two additional specific objectives (objectives [d] and [e] below) under the proposed additional financing.  The revised objectives are to improve health status in the Kyrgyz Republic: (a) by improving access, financial protection, efficiency, equity and fiduciary performance in the Kyrgyz health sector; (b) to ensure sufficient and reliable financing for the health sector; (c) to strengthen the targeting of social benefits by developing effective administration and information management systems to improve access to social services in general; (d) protecting and improving health and nutritional status of particularly vulnerable populations in the Kyrgyz Republic in the face of food price shocks, by providing nutritional supplements and nutrition education to pregnant/lactating women and infants/young children; and (e) helping poor Kyrgyz families manage and mitigate the impact of food price shocks and protect consumption (general and food consumption) by scaling up and strengthening targeted cash transfers.",0.0,0.0,0.0
44000-P167598,Primary Health Care Quality Improvement Program The Program Development Objective is to contribute to improving the quality of primary health care services in the Kyrgyz Republic.,0.07,0.04,0.03
44000-P126034,"Programmatic Development Policy Operation 1 The proposed DPO series is intended to support the Kyrgyz Government with the implementation of reforms and policy priorities highlighted in the National Sustainable Development Strategy (2013-17) and the Medium-Term Development Program of the Kyrgyz Republic for2012-14.  The proposed DPO supports key areas of the reform program with the objectives of: (i) strengthening governance and anti-corruption efforts and putting in place enforcement and evaluation and monitoring mechanisms, implementing key priority areas in the judicial sector to promote the rule of law, and improving public sector accountability and efficiency in the management and use of public resources, and (ii) sharpening competitiveness and enhancing the attractiveness for private investment through improving transparency and governance in the energy sector, reforms in the financial sector, and improving the environment for development of private business.",0.0,0.0,0.0
44000-P096993,"Agricultural Investments and Services Project The revised PDO is to improve the Recipient's institutional and infrastructure environment for more productive, profitable and sustainable livestock and crop production by pasture users and smallholder farmers, as well as to reduce the economic impact of the zoonotic disease burden in the human population.",0.0,0.0,0.0
44000-P154778,Sustainable Rural Water Supply and Sanitation Project The objectives of the Project are: (i) to improve access and quality of water supply and sanitation services in the Participating Rural Communities; and (ii) to strengthen capacity of the Recipient's institutions in the water supply and sanitation sector.,0.38,0.38,0.0
